ticker,loss,mae,mape,r2
CSGP,0.002278844127431512,0.034799061715602875,0.061903723366885176,0.8523431351134574
BIIB,0.0010309687349945307,0.02184031903743744,0.06480228881465648,0.8970744922730362
XEL,0.001574514782987535,0.027710329741239548,0.059718049743206936,0.9526553757890659
ON,0.01581888645887375,0.10633251070976257,0.13607648879806708,-0.02414406184755502
TTD,0.0012683509849011898,0.024433746933937073,0.0529625823041016,0.9489619120244648
FANG,0.00317424931563437,0.04647795110940933,0.06757924035527861,0.11576220210420984
ZS,0.0006562257185578346,0.014347262680530548,0.05214318009065485,0.9174406884621364
DLTR,0.001428175950422883,0.025018708780407906,0.04034814833287721,0.9482009394227566
ANSS,0.0017088762251660228,0.02928411401808262,0.06961935839398739,0.9430663079858199
WBD,0.0004995964118279517,0.01395433023571968,0.27375095374226815,0.47775680606391735
EBAY,0.00096812256379053,0.020279955118894577,0.06554258630454557,0.7461009558442017
SIRI,0.010931330733001232,0.08466795086860657,0.37813034152694724,0.7280629915735408
WBA,0.0026367856189608574,0.03135751187801361,0.22043951140147608,0.8842499862981562
ILMN,0.0012435714015737176,0.023882903158664703,1308103172242.118,0.8701762589556548
ALGN,0.0007921289652585983,0.015083148144185543,0.08353214870117168,0.9552778877771123
ENPH,0.00290239998139441,0.044093262404203415,0.10260479856016012,0.9375035570224611
